Original Name,Player,Wikipedia,Image URL
Ellis Iandolo,Ellis Iandolo,https://en.wikipedia.org/wiki/Ellis_Iandolo,
Kevin Martin Krygård,Kevin Martin Krygård,https://en.wikipedia.org/wiki/Kevin_Martin_Kryg%C3%A5rd,
Shuto Watanabe,Shuto Watanabe,https://en.wikipedia.org/wiki/Shuto_Watanabe,
Alberto Ocejo,Alberto Ocejo,https://en.wikipedia.org/wiki/Alberto_Ocejo,
Eetu Vertainen,Eetu Vertainen,https://en.wikipedia.org/wiki/Eetu_Vertainen,//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Eetu_Vertainen.jpg/220px-Eetu_Vertainen.jpg
Janis Hanek,Janis Hanek,https://en.wikipedia.org/wiki/Janis_Hanek,
Daniel Jefferies,Daniel Jefferies,https://en.wikipedia.org/wiki/Daniel_Jefferies,
Taisei Miyashiro,Taisei Miyashiro,https://en.wikipedia.org/wiki/Taisei_Miyashiro,
Erik McCue,Erik McCue,https://en.wikipedia.org/wiki/Erik_McCue,
Sheriff Sinyan,Sheriff Sinyan,https://en.wikipedia.org/wiki/Sheriff_Sinyan,
Bastián Yáñez,Bastián Yáñez,https://en.wikipedia.org/wiki/Basti%C3%A1n_Y%C3%A1%C3%B1ez,
Giles Phillips,Giles Phillips,https://en.wikipedia.org/wiki/Giles_Phillips,
Lewis Allan,Lewis Allan (footballer),https://en.wikipedia.org/wiki/Lewis_Allan_(footballer),
Wojciech Slomka,Wojciech Słomka,https://en.wikipedia.org/wiki/Wojciech_S%C5%82omka,
Marcel Zapytowski,Marcel Zapytowski,https://en.wikipedia.org/wiki/Marcel_Zapytowski,
David Bumberger,David Bumberger,https://en.wikipedia.org/wiki/David_Bumberger,//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Austria_U-18_vs._Netherlands_U-18_2017-03-23_%28036%29.jpg/220px-Austria_U-18_vs._Netherlands_U-18_2017-03-23_%28036%29.jpg
Dren Feka,Dren Feka,https://en.wikipedia.org/wiki/Dren_Feka,
Mikolaj Kwietniewski,Mikołaj Kwietniewski,https://en.wikipedia.org/wiki/Miko%C5%82aj_Kwietniewski,
Filip Majchrowicz,Filip Majchrowicz,https://en.wikipedia.org/wiki/Filip_Majchrowicz,
Joe Redmond,Joe Redmond (footballer),https://en.wikipedia.org/wiki/Joe_Redmond_(footballer),//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Joe_Redmond.jpg/220px-Joe_Redmond.jpg
Boris Moltenis,Boris Moltenis,https://en.wikipedia.org/wiki/Boris_Moltenis,
Kyle Smith,"Kyle Smith (soccer, born 1992)","https://en.wikipedia.org/wiki/Kyle_Smith_(soccer,_born_1992)",//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/CINvLOU_2017-05-31_-_Kyle_Smith_%2835057855325%29_%28cropped%29.jpg/220px-CINvLOU_2017-05-31_-_Kyle_Smith_%2835057855325%29_%28cropped%29.jpg
Kyle Smith,"Kyle Smith (soccer, born 1973)","https://en.wikipedia.org/wiki/Kyle_Smith_(soccer,_born_1973)",
Nikola Tzanev,Nik Tzanev,https://en.wikipedia.org/wiki/Nik_Tzanev,//upload.wikimedia.org/wikipedia/en/thumb/b/b3/Nik_Tzanev%2C_Potters_Bar_Town_footballer%2C_February_2019.jpg/220px-Nik_Tzanev%2C_Potters_Bar_Town_footballer%2C_February_2019.jpg
Nikola Tzanev,Nikola Tsanev,https://en.wikipedia.org/wiki/Nikola_Tsanev,
Benji Michel,Benji Michel,https://en.wikipedia.org/wiki/Benji_Michel,
Serigne Fallou Niang,Fallou Niang,https://en.wikipedia.org/wiki/Fallou_Niang,
Dariusz Szczerbal,Dariusz Szczerbal,https://en.wikipedia.org/wiki/Dariusz_Szczerbal,
Jordan Edwards,Jordan Edwards (footballer),https://en.wikipedia.org/wiki/Jordan_Edwards_(footballer),
Luis Arriaga,Luis Arriaga,https://en.wikipedia.org/wiki/Luis_Arriaga,
Julian Vazquez,Julián Vázquez,https://en.wikipedia.org/wiki/Juli%C3%A1n_V%C3%A1zquez,
Leverton Pierre,Leverton Pierre,https://en.wikipedia.org/wiki/Leverton_Pierre,
James Waite,"James Waite (footballer, born 1999)","https://en.wikipedia.org/wiki/James_Waite_(footballer,_born_1999)",
Adam Crookes,Adam Crookes,https://en.wikipedia.org/wiki/Adam_Crookes,
Cameron Coxe,Cameron Coxe,https://en.wikipedia.org/wiki/Cameron_Coxe,//upload.wikimedia.org/wikipedia/commons/thumb/2/23/Cameron_Coxe.jpg/220px-Cameron_Coxe.jpg
Jack Walton,Jack Walton (footballer),https://en.wikipedia.org/wiki/Jack_Walton_(footballer),
Steve Collis,Steve Collis,https://en.wikipedia.org/wiki/Steve_Collis,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Steve_Collis.JPG/220px-Steve_Collis.JPG
Steve Collis,Steve Collins (footballer),https://en.wikipedia.org/wiki/Steve_Collins_(footballer),
Mikkel Kaufmann,Mikkel Kaufmann,https://en.wikipedia.org/wiki/Mikkel_Kaufmann,
Dilan Qela,Dilan Qela,https://en.wikipedia.org/wiki/Dilan_Qela,
Konsham Chinglensana Singh,Chinglensana Singh (footballer),https://en.wikipedia.org/wiki/Chinglensana_Singh_(footballer),
Jonas Brändle,Jonas Brändle,https://en.wikipedia.org/wiki/Jonas_Br%C3%A4ndle,
Sosuke Shibata,Sosuke Shibata,https://en.wikipedia.org/wiki/Sosuke_Shibata,
Daniel Higgins,Daniel Higgins,https://en.wikipedia.org/wiki/Daniel_Higgins,
Daniel Higgins,Danny Higginbotham,https://en.wikipedia.org/wiki/Danny_Higginbotham,//upload.wikimedia.org/wikipedia/commons/1/12/Danny_Higginbotham_vs._Estonia.jpg
Karl O’Sullivan,Karl O'Sullivan,https://en.wikipedia.org/wiki/Karl_O%27Sullivan,
Scott Moloney,Scott Moloney,https://en.wikipedia.org/wiki/Scott_Moloney,
Jonas Scholz,Jonas Scholz,https://en.wikipedia.org/wiki/Jonas_Scholz,
Lucas Pellegrini,Lucas Pellegrini,https://en.wikipedia.org/wiki/Lucas_Pellegrini,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/RC_Lens_-_AC_Ajaccio_%2822-12-2018%29_66.jpg/220px-RC_Lens_-_AC_Ajaccio_%2822-12-2018%29_66.jpg
Lucas Pellegrini,"Luca Pellegrini (footballer, born 1999)","https://en.wikipedia.org/wiki/Luca_Pellegrini_(footballer,_born_1999)",//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/UEFA_Youth_League_FC_Salzburg_gegen_AS_Roma_11_%28cropped%29.jpg/220px-UEFA_Youth_League_FC_Salzburg_gegen_AS_Roma_11_%28cropped%29.jpg
Lucas Pellegrini,"Luca Pellegrini (footballer, born 1963)","https://en.wikipedia.org/wiki/Luca_Pellegrini_(footballer,_born_1963)",
Max Kulke,Max Kulke,https://en.wikipedia.org/wiki/Max_Kulke,//upload.wikimedia.org/wikipedia/commons/thumb/9/92/2019-07-17_SG_Dynamo_Dresden_vs._Paris_Saint-Germain_by_Sandro_Halank%E2%80%93725.jpg/220px-2019-07-17_SG_Dynamo_Dresden_vs._Paris_Saint-Germain_by_Sandro_Halank%E2%80%93725.jpg
Cameron Devlin,Cameron Devlin,https://en.wikipedia.org/wiki/Cameron_Devlin,
Mohamed Medfai,Mohamed Medfai,https://en.wikipedia.org/wiki/Mohamed_Medfai,
Frederik Ibsen,Frederik Ibsen,https://en.wikipedia.org/wiki/Frederik_Ibsen,
Diego Gutiérrez,"Diego Gutiérrez (soccer, born 1972)","https://en.wikipedia.org/wiki/Diego_Guti%C3%A9rrez_(soccer,_born_1972)",
Diego Gutiérrez,"Diego Gutiérrez (footballer, born 2000)","https://en.wikipedia.org/wiki/Diego_Guti%C3%A9rrez_(footballer,_born_2000)",
Kasper Lunding,Kasper Lunding,https://en.wikipedia.org/wiki/Kasper_Lunding,
Caleb Zady Sery,Caleb Zady Sery,https://en.wikipedia.org/wiki/Caleb_Zady_Sery,//upload.wikimedia.org/wikipedia/commons/thumb/0/03/RC_Lens_-_SM_Caen_%2822-02-2020%29_54.jpg/220px-RC_Lens_-_SM_Caen_%2822-02-2020%29_54.jpg
Michael D'Eramo,Michael D'Eramo,https://en.wikipedia.org/wiki/Michael_D%27Eramo,//upload.wikimedia.org/wikipedia/commons/6/62/Michael_deramo.png
James Finnerty,James Finnerty,https://en.wikipedia.org/wiki/James_Finnerty,
Cameron John,Cameron John,https://en.wikipedia.org/wiki/Cameron_John,
Callum Montgomery,Callum Montgomery,https://en.wikipedia.org/wiki/Callum_Montgomery,
Noel Niemann,Noel Niemann,https://en.wikipedia.org/wiki/Noel_Niemann,//upload.wikimedia.org/wikipedia/commons/thumb/d/da/NoelNiemann.jpg/220px-NoelNiemann.jpg
Matt Freese,Matt Freese,https://en.wikipedia.org/wiki/Matt_Freese,
Armel Bella-Kotchap,Armel Bella-Kotchap,https://en.wikipedia.org/wiki/Armel_Bella-Kotchap,
Konrad Kumor,Konrad Kumor,https://en.wikipedia.org/wiki/Konrad_Kumor,
Jacob Marsden,Jacob Marsden,https://en.wikipedia.org/wiki/Jacob_Marsden,
Nico Mantl,Nico Mantl,https://en.wikipedia.org/wiki/Nico_Mantl,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/RB_Salzburg_gegen_AS_Monaco_%28Testspiel%2C_3._Juli_2021%29_04.jpg/220px-RB_Salzburg_gegen_AS_Monaco_%28Testspiel%2C_3._Juli_2021%29_04.jpg
Moritz Römling,Moritz Römling,https://en.wikipedia.org/wiki/Moritz_R%C3%B6mling,
Olaf Nowak,Olaf Nowak,https://en.wikipedia.org/wiki/Olaf_Nowak,
Julien Anziani,Julien Anziani,https://en.wikipedia.org/wiki/Julien_Anziani,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/RC_Lens_-_GFC_Ajaccio_%2822-10-2018%29_28_%28cropped%29.jpg/220px-RC_Lens_-_GFC_Ajaccio_%2822-10-2018%29_28_%28cropped%29.jpg
Max Sheaf,Max Sheaf,https://en.wikipedia.org/wiki/Max_Sheaf,
Brady Scott,Brady Scott,https://en.wikipedia.org/wiki/Brady_Scott,
Cristian Barrios,Cristian Barros (footballer),https://en.wikipedia.org/wiki/Cristian_Barros_(footballer),
Jon Gallagher,Jon Gallagher,https://en.wikipedia.org/wiki/Jon_Gallagher,
Jon Gallagher,Joe Gallagher (footballer),https://en.wikipedia.org/wiki/Joe_Gallagher_(footballer),
Billy Crellin,Billy Crellin,https://en.wikipedia.org/wiki/Billy_Crellin,
Abdullah Al Yousif,"Abdullah Al-Yousef (footballer, born 1989)","https://en.wikipedia.org/wiki/Abdullah_Al-Yousef_(footballer,_born_1989)",
Dayne St. Clair,Dayne St. Clair,https://en.wikipedia.org/wiki/Dayne_St._Clair,//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Dayne_St._Clair_-_Canada_Soccer_-_Minnesota_United_MNUFC_-_MLS_-_Allianz_Field_%2852125035111%29.jpg/220px-Dayne_St._Clair_-_Canada_Soccer_-_Minnesota_United_MNUFC_-_MLS_-_Allianz_Field_%2852125035111%29.jpg
Mohamed Daramy,Mohamed Daramy,https://en.wikipedia.org/wiki/Mohamed_Daramy,
Marc Tokich,Marc Tokich,https://en.wikipedia.org/wiki/Marc_Tokich,
Martin Frese,Martin Frese,https://en.wikipedia.org/wiki/Martin_Frese,
Ben House,Ben House,https://en.wikipedia.org/wiki/Ben_House,
Aaron Reardon,Aaron Reardon (soccer),https://en.wikipedia.org/wiki/Aaron_Reardon_(soccer),//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Aaron_Reardon.jpg/220px-Aaron_Reardon.jpg
Daniel Grimshaw,Daniel Grimshaw,https://en.wikipedia.org/wiki/Daniel_Grimshaw,
Noah James,Noah James,https://en.wikipedia.org/wiki/Noah_James,
Oliver Kjærgaard,Oliver Kjærgaard,https://en.wikipedia.org/wiki/Oliver_Kj%C3%A6rgaard,
Daniel Pik,Daniel Pik,https://en.wikipedia.org/wiki/Daniel_Pik,
Daniel Pik,Daniel Pinillos,https://en.wikipedia.org/wiki/Daniel_Pinillos,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Daniel_Pinillos.jpg/200px-Daniel_Pinillos.jpg
Sebastian Strózik,Sebastian Strózik,https://en.wikipedia.org/wiki/Sebastian_Str%C3%B3zik,
Jonas Meiser,Jonas Meiser,https://en.wikipedia.org/wiki/Jonas_Meiser,
Aleksandar Vucenovic,Aleksandar Vucenovic,https://en.wikipedia.org/wiki/Aleksandar_Vucenovic,//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/SC_Wiener_Neustadt_vs._SKN_St._P%C3%B6lten_2018-05-31_%28104%29.jpg/175px-SC_Wiener_Neustadt_vs._SKN_St._P%C3%B6lten_2018-05-31_%28104%29.jpg
Hamdan Al Ruwaili,Hamdan Al-Ruwaili,https://en.wikipedia.org/wiki/Hamdan_Al-Ruwaili,
Aaron Comrie,Aaron Comrie,https://en.wikipedia.org/wiki/Aaron_Comrie,
Shane Blaney,Shane Blaney,https://en.wikipedia.org/wiki/Shane_Blaney,
Giannis-Foivos Botos,Giannis Fivos Botos,https://en.wikipedia.org/wiki/Giannis_Fivos_Botos,
Sam McCallum,Sam McCallum,https://en.wikipedia.org/wiki/Sam_McCallum,
George Gibson,"George Gibson (footballer, born 1912)","https://en.wikipedia.org/wiki/George_Gibson_(footballer,_born_1912)",
Noah Feil,Noah Feil,https://en.wikipedia.org/wiki/Noah_Feil,
Carlos Terán,Carlos Terán,https://en.wikipedia.org/wiki/Carlos_Ter%C3%A1n,
Carlos Terán,Carlo Stefano Rodríguez,https://en.wikipedia.org/wiki/Carlo_Stefano_Rodr%C3%ADguez,
Carlos Terán,Carlos Merancio,https://en.wikipedia.org/wiki/Carlos_Merancio,//upload.wikimedia.org/wikipedia/commons/thumb/4/43/HFDvPGH_2021-05-15_-_Carlos_Merancio_%2851182784320%29_%28cropped%29.jpg/220px-HFDvPGH_2021-05-15_-_Carlos_Merancio_%2851182784320%29_%28cropped%29.jpg
David Ochoa,David Ochoa,https://en.wikipedia.org/wiki/David_Ochoa,
Migel-Max Schmeling,Migel Schmeling,https://en.wikipedia.org/wiki/Migel_Schmeling,
Felix Örn Fridriksson,Felix Örn Friðriksson,https://en.wikipedia.org/wiki/Felix_%C3%96rn_Fri%C3%B0riksson,
Patryk Mucha,Patryk Mucha,https://en.wikipedia.org/wiki/Patryk_Mucha,
Luis Sanchez,Luis Sánchez Duque,https://en.wikipedia.org/wiki/Luis_S%C3%A1nchez_Duque,
Andreas Søndergaard,Andreas Søndergaard,https://en.wikipedia.org/wiki/Andreas_S%C3%B8ndergaard,
Claudio Zamorano,Claudio Zamorano,https://en.wikipedia.org/wiki/Claudio_Zamorano,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Palestino_-_Deportes_Temuco%2C_2018-08-11_-_Claudio_Zamorano_-_02.jpg/220px-Palestino_-_Deportes_Temuco%2C_2018-08-11_-_Claudio_Zamorano_-_02.jpg
Abdulsamed Damlu,Abdulsamed Damlu,https://en.wikipedia.org/wiki/Abdulsamed_Damlu,
Seiya Nakano,Seiya Nakano,https://en.wikipedia.org/wiki/Seiya_Nakano,//upload.wikimedia.org/wikipedia/commons/thumb/4/44/%E6%97%A5%E6%9C%AC%E8%B6%B3%E7%90%83%E9%81%8B%E5%8B%95%E5%93%A1%E6%B0%B8%E7%9F%B3%E6%8B%93%E6%B5%B7%E5%92%8C%E4%B8%AD%E9%87%8E%E8%AA%A0%E4%B9%9F.jpg/220px-%E6%97%A5%E6%9C%AC%E8%B6%B3%E7%90%83%E9%81%8B%E5%8B%95%E5%93%A1%E6%B0%B8%E7%9F%B3%E6%8B%93%E6%B5%B7%E5%92%8C%E4%B8%AD%E9%87%8E%E8%AA%A0%E4%B9%9F.jpg
Virgile Piechocki,Virgile Piechocki,https://en.wikipedia.org/wiki/Virgile_Piechocki,
Ciaron Brown,Ciaron Brown,https://en.wikipedia.org/wiki/Ciaron_Brown,
Dan Turner,Dan Turner (footballer),https://en.wikipedia.org/wiki/Dan_Turner_(footballer),
Nicolás Gutierrez,Nicolás Gutiérrez (footballer),https://en.wikipedia.org/wiki/Nicol%C3%A1s_Guti%C3%A9rrez_(footballer),
Jesus Ferreira,Jesús Ferreira,https://en.wikipedia.org/wiki/Jes%C3%BAs_Ferreira,
Charlie Kelman,Charlie Kelman,https://en.wikipedia.org/wiki/Charlie_Kelman,
Juan Carlos Diaz,Quincoces,https://en.wikipedia.org/wiki/Quincoces,
Juan Carlos Diaz,Juan Carlos Díaz,https://en.wikipedia.org/wiki/Juan_Carlos_D%C3%ADaz,
Nemanja Celic,Nemanja Celic,https://en.wikipedia.org/wiki/Nemanja_Celic,//upload.wikimedia.org/wikipedia/commons/thumb/6/61/FC_Admira_Wacker_M%C3%B6dling_vs._LASK_Linz_2018-08-12_%28077%29.jpg/220px-FC_Admira_Wacker_M%C3%B6dling_vs._LASK_Linz_2018-08-12_%28077%29.jpg
Nemanja Celic,Nemanja Belić,https://en.wikipedia.org/wiki/Nemanja_Beli%C4%87,
Basil Al Bahrani,Basil Al-Bahrani,https://en.wikipedia.org/wiki/Basil_Al-Bahrani,
Joe Adams,Joe Adams (footballer),https://en.wikipedia.org/wiki/Joe_Adams_(footballer),
Deshane Dalling,Deshane Dalling,https://en.wikipedia.org/wiki/Deshane_Dalling,
Victor Adeboyejo,Victor Adeboyejo,https://en.wikipedia.org/wiki/Victor_Adeboyejo,
Juan Barinaga,"Juan Barinaga (footballer, born June 2000)","https://en.wikipedia.org/wiki/Juan_Barinaga_(footballer,_born_June_2000)",
Juan Barinaga,"Juan Barinaga (footballer, born October 2000)","https://en.wikipedia.org/wiki/Juan_Barinaga_(footballer,_born_October_2000)",
Kotaro Arima,Kotaro Arima,https://en.wikipedia.org/wiki/Kotaro_Arima,
Joaquín Pereira,Joaquín Pereyra,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Pereyra,
Joaquín Pereira,Martelinho,https://en.wikipedia.org/wiki/Martelinho,
Senad Jarovic,Senad Jarović,https://en.wikipedia.org/wiki/Senad_Jarovi%C4%87,//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Senad_Jarovic_-_Petrolul_Ploiesti_vs_U_Cluj%2C_7_Dec_2021.jpg/180px-Senad_Jarovic_-_Petrolul_Ploiesti_vs_U_Cluj%2C_7_Dec_2021.jpg
Louis D'Arrigo,Louis D'Arrigo,https://en.wikipedia.org/wiki/Louis_D%27Arrigo,
Austin Samuels,Austin Samuels,https://en.wikipedia.org/wiki/Austin_Samuels,
Luis Gamíz,Luis Gamíz,https://en.wikipedia.org/wiki/Luis_Gam%C3%ADz,
Calum MacDonald,Calum Macdonald (footballer),https://en.wikipedia.org/wiki/Calum_Macdonald_(footballer),
Calum MacDonald,Callum MacDonald,https://en.wikipedia.org/wiki/Callum_MacDonald,
Baris Ekincier,Baris Ekincier,https://en.wikipedia.org/wiki/Baris_Ekincier,
Gary Maley,Gary Maley,https://en.wikipedia.org/wiki/Gary_Maley,
Scott Twine,Scott Twine,https://en.wikipedia.org/wiki/Scott_Twine,
Léo Leroy,Léo Leroy,https://en.wikipedia.org/wiki/L%C3%A9o_Leroy,//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Leo_Leroy_2021.jpg/220px-Leo_Leroy_2021.jpg
Toby Stevenson,Toby Stevenson (footballer),https://en.wikipedia.org/wiki/Toby_Stevenson_(footballer),
Toby Stevenson,Tony Stevenson,https://en.wikipedia.org/wiki/Tony_Stevenson,
Shannon Brady,Shannon Brady,https://en.wikipedia.org/wiki/Shannon_Brady,//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Shannon_Brady_vs._Capalaba_FC.png/220px-Shannon_Brady_vs._Capalaba_FC.png
Emil Konradsen Ceide,Emil Konradsen Ceide,https://en.wikipedia.org/wiki/Emil_Konradsen_Ceide,//upload.wikimedia.org/wikipedia/en/thumb/7/76/Emil_Konradsen_Ceide_vs_Troms%C3%B8_July_2018.png/220px-Emil_Konradsen_Ceide_vs_Troms%C3%B8_July_2018.png
Ibrahim Sadiq,Ibrahim Sadiq,https://en.wikipedia.org/wiki/Ibrahim_Sadiq,
Hakeem Odoffin,Hakeem Odoffin,https://en.wikipedia.org/wiki/Hakeem_Odoffin,
Sebastián Valenzuela,Sebastián Valenzuela,https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Valenzuela,
Sebastian Avanzini,Sebastian Avanzini,https://en.wikipedia.org/wiki/Sebastian_Avanzini,
Jake Larsson,Jake Larsson,https://en.wikipedia.org/wiki/Jake_Larsson,
Harry McKirdy,Harry McKirdy,https://en.wikipedia.org/wiki/Harry_McKirdy,
Fernando Macias,Fernando Matías Benítez,https://en.wikipedia.org/wiki/Fernando_Mat%C3%ADas_Ben%C3%ADtez,
Mariusz Malec,Mariusz Malec,https://en.wikipedia.org/wiki/Mariusz_Malec,
Carlos Ruiz,Carlos Ruiz (Guatemalan footballer),https://en.wikipedia.org/wiki/Carlos_Ruiz_(Guatemalan_footballer),//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Carlos_Ruiz.JPG/220px-Carlos_Ruiz.JPG
Carlos Ruiz,Carlos Ruiz (Argentine footballer),https://en.wikipedia.org/wiki/Carlos_Ruiz_(Argentine_footballer),
Carlos Ruiz,"Carlos Ruiz (footballer, born 1983)","https://en.wikipedia.org/wiki/Carlos_Ruiz_(footballer,_born_1983)",
Tomás Federico,Tomás Federico,https://en.wikipedia.org/wiki/Tom%C3%A1s_Federico,
Rhys Lovett,Rhys Lovett,https://en.wikipedia.org/wiki/Rhys_Lovett,
Tommy Holland,Tommy Høiland,https://en.wikipedia.org/wiki/Tommy_H%C3%B8iland,//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Tommy_H%C3%B8iland.JPG/220px-Tommy_H%C3%B8iland.JPG
Tommy Holland,Tommy Hoyland,https://en.wikipedia.org/wiki/Tommy_Hoyland,
John Nelson,"John Nelson (soccer, born 1998)","https://en.wikipedia.org/wiki/John_Nelson_(soccer,_born_1998)",//upload.wikimedia.org/wikipedia/commons/thumb/4/47/CINvNYC_2022-06-29_-_John_Nelson_%2852187621914%29_%28cropped%29.jpg/220px-CINvNYC_2022-06-29_-_John_Nelson_%2852187621914%29_%28cropped%29.jpg
Johann Berger,Johann Berger (footballer),https://en.wikipedia.org/wiki/Johann_Berger_(footballer),
Luke Pilling,Luke Pilling,https://en.wikipedia.org/wiki/Luke_Pilling,
Dylan Wenzel-Halls,Dylan Wenzel-Halls,https://en.wikipedia.org/wiki/Dylan_Wenzel-Halls,
Matt Hundley,Matt Hundley,https://en.wikipedia.org/wiki/Matt_Hundley,
Harry Darling,Harry Darling,https://en.wikipedia.org/wiki/Harry_Darling,
Yahia Fofana,Yahia Fofana,https://en.wikipedia.org/wiki/Yahia_Fofana,
Pedro  Sánchez Torrealba,"Pedro Sánchez (footballer, born 1998)","https://en.wikipedia.org/wiki/Pedro_S%C3%A1nchez_(footballer,_born_1998)",
Jordan Simpson,"Jordan Simpson (footballer, born 1998)","https://en.wikipedia.org/wiki/Jordan_Simpson_(footballer,_born_1998)",
Elijah Adebayo,Elijah Adebayo,https://en.wikipedia.org/wiki/Elijah_Adebayo,
Tom Lowery,Tom Lowery,https://en.wikipedia.org/wiki/Tom_Lowery,//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Tom_Lowery.jpg/220px-Tom_Lowery.jpg
Saul Shotton,Saul Shotton,https://en.wikipedia.org/wiki/Saul_Shotton,
Daniel Butterworth,Daniel Butterworth,https://en.wikipedia.org/wiki/Daniel_Butterworth,//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Dan_Butterworth.jpg/220px-Dan_Butterworth.jpg
Julien Boyer,Julien Boyer,https://en.wikipedia.org/wiki/Julien_Boyer,
Ryan Sears,Ryan Pearson (footballer),https://en.wikipedia.org/wiki/Ryan_Pearson_(footballer),
Charlis Ortiz,Charlis Ortiz,https://en.wikipedia.org/wiki/Charlis_Ortiz,
Raphael Ayagwa,Raphael Ayagwa,https://en.wikipedia.org/wiki/Raphael_Ayagwa,
Ross Millen,Ross Millen,https://en.wikipedia.org/wiki/Ross_Millen,
Danny Elliott,Danny Elliott (footballer),https://en.wikipedia.org/wiki/Danny_Elliott_(footballer),//upload.wikimedia.org/wikipedia/commons/thumb/8/86/Danny_Elliott_2022-05-21_1.jpg/220px-Danny_Elliott_2022-05-21_1.jpg
Christoph Haas,Christoph Haas,https://en.wikipedia.org/wiki/Christoph_Haas,//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Christoph_Haas_%2822._Februar_2019%29_09_%28cropped%29.jpg/220px-Christoph_Haas_%2822._Februar_2019%29_09_%28cropped%29.jpg
Devis Vásquez,Devis Vásquez,https://en.wikipedia.org/wiki/Devis_V%C3%A1squez,
Robert Sulewski,Robert Sulewski,https://en.wikipedia.org/wiki/Robert_Sulewski,
Daniel Grant,Danny Grant (footballer),https://en.wikipedia.org/wiki/Danny_Grant_(footballer),
Daniel Grant,Daniel Granli,https://en.wikipedia.org/wiki/Daniel_Granli,
Andrew Delly Marie-Sainte,Andrew Marie-Sainte,https://en.wikipedia.org/wiki/Andrew_Marie-Sainte,
Adrian Benedyczak,Adrian Benedyczak,https://en.wikipedia.org/wiki/Adrian_Benedyczak,
Jakub Labojko,Jakub Łabojko,https://en.wikipedia.org/wiki/Jakub_%C5%81abojko,
Firas Al Birekan,Firas Al-Buraikan,https://en.wikipedia.org/wiki/Firas_Al-Buraikan,
Warren O'Hora,Warren O'Hora,https://en.wikipedia.org/wiki/Warren_O%27Hora,
Nicholas Marfelt,Nicholas Marfelt,https://en.wikipedia.org/wiki/Nicholas_Marfelt,
Joe Gauci,Joe Gauci,https://en.wikipedia.org/wiki/Joe_Gauci,
Liam Gibson,Liam Gibson,https://en.wikipedia.org/wiki/Liam_Gibson,
Adam Ben Lamin,Adam Ben Lamin,https://en.wikipedia.org/wiki/Adam_Ben_Lamin,
Macauley Southam,Macauley Southam-Hales,https://en.wikipedia.org/wiki/Macauley_Southam-Hales,//upload.wikimedia.org/wikipedia/commons/5/5d/Southam%2C_Macauley.jpg
Sam Byrne,Sam Byrne (footballer),https://en.wikipedia.org/wiki/Sam_Byrne_(footballer),
Sam Byrne,Sam Barnes (footballer),https://en.wikipedia.org/wiki/Sam_Barnes_(footballer),
Mamadou Kamissoko,Mamadou Kamissoko,https://en.wikipedia.org/wiki/Mamadou_Kamissoko,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/RC_Lens_-_FC_Lorient_%2823-04-2019%29_5.jpg/220px-RC_Lens_-_FC_Lorient_%2823-04-2019%29_5.jpg
Jack Earing,Jack Earing,https://en.wikipedia.org/wiki/Jack_Earing,
Jack Earing,Jack Waring (footballer),https://en.wikipedia.org/wiki/Jack_Waring_(footballer),
James Hamon,James Hamon,https://en.wikipedia.org/wiki/James_Hamon,//upload.wikimedia.org/wikipedia/commons/thumb/3/31/James_Hamon_28-02-2015_1.jpg/200px-James_Hamon_28-02-2015_1.jpg
Cristian López,Cristian López,https://en.wikipedia.org/wiki/Cristian_L%C3%B3pez,//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cristian_Lopez_%28Lens%29.jpg/220px-Cristian_Lopez_%28Lens%29.jpg
Eoin Toal,Eoin Toal,https://en.wikipedia.org/wiki/Eoin_Toal,
Callan Elliot,Callan Elliot,https://en.wikipedia.org/wiki/Callan_Elliot,
Vishal Kaith,Vishal Kaith,https://en.wikipedia.org/wiki/Vishal_Kaith,
Dylan Mbayo,Dylan Mbayo,https://en.wikipedia.org/wiki/Dylan_Mbayo,
