Original Name,Player,Wikipedia,Image URL
Scott Brown,"Scott Brown (footballer, born 1994)","https://en.wikipedia.org/wiki/Scott_Brown_(footballer,_born_1994)",
Lucas Jensen,Lucas Jensen,https://en.wikipedia.org/wiki/Lucas_Jensen,//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Lucas_Jensen_20120329.jpg/270px-Lucas_Jensen_20120329.jpg
Lucas Jensen,Lukas Jensen,https://en.wikipedia.org/wiki/Lukas_Jensen,
Lucas Jensen,Luca Jensen,https://en.wikipedia.org/wiki/Luca_Jensen,
Curtis Nelson,Curtis Nelson,https://en.wikipedia.org/wiki/Curtis_Nelson,
Stefan Glarner,Stefan Glarner,https://en.wikipedia.org/wiki/Stefan_Glarner,
Quentin Lecoeuche,Quentin Lecoeuche,https://en.wikipedia.org/wiki/Quentin_Lecoeuche,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/RC_Lens_-_US_Orl%C3%A9ans_%2817-05-2019%29_62.jpg/220px-RC_Lens_-_US_Orl%C3%A9ans_%2817-05-2019%29_62.jpg
Gabriel Compagnucci,Gabriel Compagnucci,https://en.wikipedia.org/wiki/Gabriel_Compagnucci,
Billy Clarke,"Billy Clarke (footballer, born 1987)","https://en.wikipedia.org/wiki/Billy_Clarke_(footballer,_born_1987)",//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Billy_Clarke_July_2020_%28cropped%29.jpg/220px-Billy_Clarke_July_2020_%28cropped%29.jpg
Billy Clarke,Willie Clarke (footballer),https://en.wikipedia.org/wiki/Willie_Clarke_(footballer),//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/William_Clarke%2C_c._1907.jpg/240px-William_Clarke%2C_c._1907.jpg
Billy Clarke,"William Clarke (footballer, born 1909)","https://en.wikipedia.org/wiki/William_Clarke_(footballer,_born_1909)",
Billy Clarke,"Billy Clark (footballer, born 1991)","https://en.wikipedia.org/wiki/Billy_Clark_(footballer,_born_1991)",
Billy Clarke,"Billy Clark (footballer, born 1967)","https://en.wikipedia.org/wiki/Billy_Clark_(footballer,_born_1967)",
Billy Clarke,Billy Clarkson,https://en.wikipedia.org/wiki/Billy_Clarkson,//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/W_Clarkson_-_Luton.jpg/150px-W_Clarkson_-_Luton.jpg
Billy Clarke,"Billy Clark (footballer, born 1881)","https://en.wikipedia.org/wiki/Billy_Clark_(footballer,_born_1881)",
Nils Quaschner,Nils Quaschner,https://en.wikipedia.org/wiki/Nils_Quaschner,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Nils_Quaschner.JPG/220px-Nils_Quaschner.JPG
Taxiarchis Fountas,Taxiarchis Fountas,https://en.wikipedia.org/wiki/Taxiarchis_Fountas,
Yusuf Otubanjo,Yusuf Otubanjo,https://en.wikipedia.org/wiki/Yusuf_Otubanjo,//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/%C3%96FB-Cupfinale_2013_-_Yusuf_Otubanjo_01.JPG/220px-%C3%96FB-Cupfinale_2013_-_Yusuf_Otubanjo_01.JPG
Janek  Sternberg,Janek Sternberg,https://en.wikipedia.org/wiki/Janek_Sternberg,//upload.wikimedia.org/wikipedia/commons/thumb/3/34/Janek-sternberg.jpg/220px-Janek-sternberg.jpg
Darren  O'Dea,Darren O'Dea,https://en.wikipedia.org/wiki/Darren_O%27Dea,//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Darren_O%27Dea_2011.jpg/200px-Darren_O%27Dea_2011.jpg
Sondre Tronstad,Sondre Tronstad,https://en.wikipedia.org/wiki/Sondre_Tronstad,
Callum Gribbin,Callum Gribbin,https://en.wikipedia.org/wiki/Callum_Gribbin,
Josh Vickers,Josh Vickers,https://en.wikipedia.org/wiki/Josh_Vickers,
Stephan Zwierschitz,Stephan Zwierschitz,https://en.wikipedia.org/wiki/Stephan_Zwierschitz,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/FC_Admira_Wacker_vs._SK_Sturm_Graz_2015-27-05_%28020%29.jpg/200px-FC_Admira_Wacker_vs._SK_Sturm_Graz_2015-27-05_%28020%29.jpg
Nikola Gulan,Nikola Gulan,https://en.wikipedia.org/wiki/Nikola_Gulan,//upload.wikimedia.org/wikipedia/commons/thumb/4/46/2018-02-22_Entrainement_excel_Nikola_Gulan_%28cropped%29.jpg/220px-2018-02-22_Entrainement_excel_Nikola_Gulan_%28cropped%29.jpg
Ethan Hamilton,Ethan Hamilton,https://en.wikipedia.org/wiki/Ethan_Hamilton,
Anthony Walongwa,Anthony Walongwa,https://en.wikipedia.org/wiki/Anthony_Walongwa,
Gonzalo Rehak,Gonzalo Rehak,https://en.wikipedia.org/wiki/Gonzalo_Rehak,
Luciano Gómez,Luciano Gómez,https://en.wikipedia.org/wiki/Luciano_G%C3%B3mez,
Vadim Demidov,Vadim Demidov,https://en.wikipedia.org/wiki/Vadim_Demidov,//upload.wikimedia.org/wikipedia/commons/thumb/1/11/Vadim_Demidov2.JPG/220px-Vadim_Demidov2.JPG
Vadim Demidov,Vadzim Dzemidovich,https://en.wikipedia.org/wiki/Vadzim_Dzemidovich,
Thiago Almada,Thiago Almada,https://en.wikipedia.org/wiki/Thiago_Almada,
Tomasz Nowak,Tomasz Nowak (footballer),https://en.wikipedia.org/wiki/Tomasz_Nowak_(footballer),//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Tomasz_Nowak_2012.jpg/200px-Tomasz_Nowak_2012.jpg
Cédric Cambon,Cédric Cambon,https://en.wikipedia.org/wiki/C%C3%A9dric_Cambon,//upload.wikimedia.org/wikipedia/commons/thumb/4/44/C%C3%A9dric_Cambon_22.jpg/220px-C%C3%A9dric_Cambon_22.jpg
Andreas Gruber,Andreas Gruber (footballer),https://en.wikipedia.org/wiki/Andreas_Gruber_(footballer),//upload.wikimedia.org/wikipedia/commons/thumb/3/31/SV_Mattersburg_vs._SK_Sturm_Graz_2015-09-13_%28039%29.jpg/220px-SV_Mattersburg_vs._SK_Sturm_Graz_2015-09-13_%28039%29.jpg
Ronan David Jeronimo,"Ronan (footballer, born 1995)","https://en.wikipedia.org/wiki/Ronan_(footballer,_born_1995)",
Gedion Zelalem,Gedion Zelalem,https://en.wikipedia.org/wiki/Gedion_Zelalem,//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Gedion_Zelalem_Arsenal_U21s_Vs_Fulham.jpg/220px-Gedion_Zelalem_Arsenal_U21s_Vs_Fulham.jpg
Sandi Lovric,Sandi Lovrić,https://en.wikipedia.org/wiki/Sandi_Lovri%C4%87,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Sandi_Lovric.jpg/200px-Sandi_Lovric.jpg
Maodo Malick M'Baye,Maodo Malick Mbaye,https://en.wikipedia.org/wiki/Maodo_Malick_Mbaye,
Daniele Gabriele,Daniele Gabriele,https://en.wikipedia.org/wiki/Daniele_Gabriele,//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Daniele_gabriele.jpg/220px-Daniele_gabriele.jpg
Tom Parkes,Tom Parkes,https://en.wikipedia.org/wiki/Tom_Parkes,//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Tom_Parkes_2014-01-18_1.jpg/220px-Tom_Parkes_2014-01-18_1.jpg
Tom Parkes,"Tom Parker (footballer, born 1897)","https://en.wikipedia.org/wiki/Tom_Parker_(footballer,_born_1897)",
Tom Parkes,"Tom Parker (footballer, born 1893)","https://en.wikipedia.org/wiki/Tom_Parker_(footballer,_born_1893)",
Gabriel Risso Patrón,Gabriel Risso Patrón,https://en.wikipedia.org/wiki/Gabriel_Risso_Patr%C3%B3n,
Tsiy-William Ndenge,Tsiy-William Ndenge,https://en.wikipedia.org/wiki/Tsiy-William_Ndenge,
Amine Benchaib,Amine Benchaib,https://en.wikipedia.org/wiki/Amine_Benchaib,
Oniel Fisher,Oniel Fisher,https://en.wikipedia.org/wiki/Oniel_Fisher,//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Oniel_Fisher.jpg/220px-Oniel_Fisher.jpg
Lucas Rougeaux,Lucas Rougeaux,https://en.wikipedia.org/wiki/Lucas_Rougeaux,//upload.wikimedia.org/wikipedia/commons/thumb/2/22/U-19_EC-Qualifikation_Austria_vs._France_2013-06-10_%28109%29.jpg/220px-U-19_EC-Qualifikation_Austria_vs._France_2013-06-10_%28109%29.jpg
Jérôme Phojo,Jérôme Phojo,https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Phojo,//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/RC_Lens_-_Clermont_Foot_63_%2804-05-2019%29_21.jpg/220px-RC_Lens_-_Clermont_Foot_63_%2804-05-2019%29_21.jpg
Claudionor Souza de Jesus,Lelêu,https://en.wikipedia.org/wiki/Lel%C3%AAu,
Craig Curran,Craig Curran,https://en.wikipedia.org/wiki/Craig_Curran,
Christian Rivera,Christian Rivera (Spanish footballer),https://en.wikipedia.org/wiki/Christian_Rivera_(Spanish_footballer),//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Cristian_Rivera_Hern%C3%A1ndez.jpg/220px-Cristian_Rivera_Hern%C3%A1ndez.jpg
Christian Rivera,Christian Rivera (Colombian footballer),https://en.wikipedia.org/wiki/Christian_Rivera_(Colombian_footballer),
Christian Rivera,Cristian Riveros,https://en.wikipedia.org/wiki/Cristian_Riveros,//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Cristian_Riveros.jpg/125px-Cristian_Riveros.jpg
Maximiliano Caufriez,Maximiliano Caufriez,https://en.wikipedia.org/wiki/Maximiliano_Caufriez,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Maximiliano_Caufriez_2021.jpg/220px-Maximiliano_Caufriez_2021.jpg
Ashley Hunter,Ashley Hunter (footballer),https://en.wikipedia.org/wiki/Ashley_Hunter_(footballer),
Luis Ruiz Sayago,"Luis Ruiz (footballer, born 1992)","https://en.wikipedia.org/wiki/Luis_Ruiz_(footballer,_born_1992)",//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/El_CD_Legan%C3%A9s_a_Primera_%2826911425003%29_Ruiz_%28cropped%29.jpg/220px-El_CD_Legan%C3%A9s_a_Primera_%2826911425003%29_Ruiz_%28cropped%29.jpg
Tom James,Tom James (Welsh footballer),https://en.wikipedia.org/wiki/Tom_James_(Welsh_footballer),//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Thomas_James_2014.jpg/200px-Thomas_James_2014.jpg
Tom James,Tom James (English footballer),https://en.wikipedia.org/wiki/Tom_James_(English_footballer),
Maxence Caqueret,Maxence Caqueret,https://en.wikipedia.org/wiki/Maxence_Caqueret,//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Maxence_Caqueret_%28cropped%29.jpg/220px-Maxence_Caqueret_%28cropped%29.jpg
Kevin van Veen,Kevin van Veen,https://en.wikipedia.org/wiki/Kevin_van_Veen,
Aloísio Soares Neto,Aloísio Neto,https://en.wikipedia.org/wiki/Alo%C3%ADsio_Neto,
Lee Frecklington,Lee Frecklington,https://en.wikipedia.org/wiki/Lee_Frecklington,//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Lee_Frecklington.png/200px-Lee_Frecklington.png
Matthieu Udol,Matthieu Udol,https://en.wikipedia.org/wiki/Matthieu_Udol,//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/RC_Lens_-_FC_Metz_%2814-03-2021%29_51.jpg/220px-RC_Lens_-_FC_Metz_%2814-03-2021%29_51.jpg
Ryan Ledson,Ryan Ledson,https://en.wikipedia.org/wiki/Ryan_Ledson,//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Ryan_Ledson_2014.jpg/220px-Ryan_Ledson_2014.jpg
Callum Elder,Callum Elder,https://en.wikipedia.org/wiki/Callum_Elder,
Mohammed Salem,Mohammed Salem Saleh,https://en.wikipedia.org/wiki/Mohammed_Salem_Saleh,
Mohammed Salem,"Mohammed Salem (footballer, born 1985)","https://en.wikipedia.org/wiki/Mohammed_Salem_(footballer,_born_1985)",
Bambo Diaby,Bambo Diaby,https://en.wikipedia.org/wiki/Bambo_Diaby,
Brendan Chardonnet,Brendan Chardonnet,https://en.wikipedia.org/wiki/Brendan_Chardonnet,//upload.wikimedia.org/wikipedia/commons/thumb/7/74/RC_Lens_-_Stade_brestois_%2804-12-2018%29_87.jpg/220px-RC_Lens_-_Stade_brestois_%2804-12-2018%29_87.jpg
Nicolás Mezquida,Nicolás Mezquida,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Mezquida,
Max Dombrowka,Max Dombrowka,https://en.wikipedia.org/wiki/Max_Dombrowka,
Bruno Gomes de Oliveira Conceiçao,"Bruno Gomes (footballer, born 1996)","https://en.wikipedia.org/wiki/Bruno_Gomes_(footballer,_born_1996)",
Renato Tarifeño,Renato Tarifeño,https://en.wikipedia.org/wiki/Renato_Tarife%C3%B1o,//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Colo-Colo_v_Palestino_20200128_21.jpg/220px-Colo-Colo_v_Palestino_20200128_21.jpg
Anthony McMahon,Tony McMahon,https://en.wikipedia.org/wiki/Tony_McMahon,//upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Tony_McMahon.jpg/170px-Tony_McMahon.jpg
Nico Varela,Nico Varela,https://en.wikipedia.org/wiki/Nico_Varela,
Tanju Öztürk,Tanju Öztürk,https://en.wikipedia.org/wiki/Tanju_%C3%96zt%C3%BCrk,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Tanju_%C3%96zt%C3%BCrk_2013_3.jpg/220px-Tanju_%C3%96zt%C3%BCrk_2013_3.jpg
Damien McCrory,Damien McCrory,https://en.wikipedia.org/wiki/Damien_McCrory,
Emmanuel Sabbi,Emmanuel Sabbi,https://en.wikipedia.org/wiki/Emmanuel_Sabbi,
Yago César da Silva,"Yago (footballer, born 1997)","https://en.wikipedia.org/wiki/Yago_(footballer,_born_1997)",
Calum Woods,Calum Woods,https://en.wikipedia.org/wiki/Calum_Woods,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Calum_Woods.jpg/220px-Calum_Woods.jpg
Andy Cannon,Andy Cannon,https://en.wikipedia.org/wiki/Andy_Cannon,//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Andy_Cannon.jpg/220px-Andy_Cannon.jpg
Rafal Augustyniak,Rafał Augustyniak,https://en.wikipedia.org/wiki/Rafa%C5%82_Augustyniak,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Rafa%C5%82_Augustyniak_2019.jpg/220px-Rafa%C5%82_Augustyniak_2019.jpg
Fahd Moufi,Fahd Moufi,https://en.wikipedia.org/wiki/Fahd_Moufi,
Jakub Reznícek,Jakub Řezníček,https://en.wikipedia.org/wiki/Jakub_%C5%98ezn%C3%AD%C4%8Dek,
Frode Kippe,Frode Kippe,https://en.wikipedia.org/wiki/Frode_Kippe,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Frode_Kippe.jpg/240px-Frode_Kippe.jpg
René Eckardt,René Eckardt,https://en.wikipedia.org/wiki/Ren%C3%A9_Eckardt,
Martin Röser,Martin Röser,https://en.wikipedia.org/wiki/Martin_R%C3%B6ser,
Martin Röser,Martín Rose,https://en.wikipedia.org/wiki/Mart%C3%ADn_Rose,
Jacopo Petriccione,Jacopo Petriccione,https://en.wikipedia.org/wiki/Jacopo_Petriccione,
Iván Vásquez,Iván Vásquez,https://en.wikipedia.org/wiki/Iv%C3%A1n_V%C3%A1squez,
Iván Vásquez,Iván Vázquez Mellado,https://en.wikipedia.org/wiki/Iv%C3%A1n_V%C3%A1zquez_Mellado,
Jayden Stockley,Jayden Stockley,https://en.wikipedia.org/wiki/Jayden_Stockley,
Yacine Bourhane,Yacine Bourhane,https://en.wikipedia.org/wiki/Yacine_Bourhane,//upload.wikimedia.org/wikipedia/commons/thumb/d/de/Lens-Niort_%2821-12-2019%29_16.jpg/220px-Lens-Niort_%2821-12-2019%29_16.jpg
Sean Clare,Sean Clare,https://en.wikipedia.org/wiki/Sean_Clare,
Sean Clare,"Sean Clark (footballer, born 1980)","https://en.wikipedia.org/wiki/Sean_Clark_(footballer,_born_1980)",
Stefan Silva,Stefan Silva,https://en.wikipedia.org/wiki/Stefan_Silva,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Stefan_Silva_2018_-_cropped.jpg/250px-Stefan_Silva_2018_-_cropped.jpg
Lewie Coyle,Lewie Coyle,https://en.wikipedia.org/wiki/Lewie_Coyle,//upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Lewie_Coyle_July_2015.jpg/220px-Lewie_Coyle_July_2015.jpg
Stefan Rakowitz,Stefan Rakowitz,https://en.wikipedia.org/wiki/Stefan_Rakowitz,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/SC_Wiener_Neustadt_vs._FC_Wacker_Innsbruck_2018-05-21_%28034%29.jpg/220px-SC_Wiener_Neustadt_vs._FC_Wacker_Innsbruck_2018-05-21_%28034%29.jpg
Edwuin Pernía,Edwuin Pernía,https://en.wikipedia.org/wiki/Edwuin_Pern%C3%ADa,//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Audax_Italiano_-_Deportes_Iquique%2C_2018-09-22_-_Edwuin_Pern%C3%ADa_-_02.jpg/220px-Audax_Italiano_-_Deportes_Iquique%2C_2018-09-22_-_Edwuin_Pern%C3%ADa_-_02.jpg
Nicky Law,"Nicky Law (footballer, born 1988)","https://en.wikipedia.org/wiki/Nicky_Law_(footballer,_born_1988)",//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Nicky_Law_Rangers.jpg/200px-Nicky_Law_Rangers.jpg
Nicky Law,"Nicky Law (footballer, born 1961)","https://en.wikipedia.org/wiki/Nicky_Law_(footballer,_born_1961)",//upload.wikimedia.org/wikipedia/commons/thumb/9/91/Nicky_Law_2013_%28cropped%29.jpg/200px-Nicky_Law_2013_%28cropped%29.jpg
Nicky Law,Nicky Low,https://en.wikipedia.org/wiki/Nicky_Low,
Diego Torres,"Diego Torres (footballer, born 1978)","https://en.wikipedia.org/wiki/Diego_Torres_(footballer,_born_1978)",
Diego Torres,"Diego Torres (footballer, born 1982)","https://en.wikipedia.org/wiki/Diego_Torres_(footballer,_born_1982)",
Diego Torres,"Diego Torres (footballer, born 2002)","https://en.wikipedia.org/wiki/Diego_Torres_(footballer,_born_2002)",
Diego Torres,"Diego Torres (footballer, born 1979)","https://en.wikipedia.org/wiki/Diego_Torres_(footballer,_born_1979)",
Diego Torres,"Diego Torres (footballer, born 1992)","https://en.wikipedia.org/wiki/Diego_Torres_(footballer,_born_1992)",//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Audax_Italiano_v_Colo-Colo_20200209_58.jpg/220px-Audax_Italiano_v_Colo-Colo_20200209_58.jpg
Talal Al Absi,Talal Al-Absi,https://en.wikipedia.org/wiki/Talal_Al-Absi,
Brian Easton,Brian Easton (footballer),https://en.wikipedia.org/wiki/Brian_Easton_(footballer),
Thomas Rodríguez,Thomas Rodríguez,https://en.wikipedia.org/wiki/Thomas_Rodr%C3%ADguez,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Everton_-_Uni%C3%B3n_La_Calera%2C_20190223_-_10.jpg/220px-Everton_-_Uni%C3%B3n_La_Calera%2C_20190223_-_10.jpg
Finn-Dominik Porath,Finn Porath,https://en.wikipedia.org/wiki/Finn_Porath,//upload.wikimedia.org/wikipedia/commons/thumb/3/30/FinnPorath.jpg/220px-FinnPorath.jpg
Cristian Agnelli,Cristian Agnelli,https://en.wikipedia.org/wiki/Cristian_Agnelli,
Nolan Mbemba,Nolan Mbemba,https://en.wikipedia.org/wiki/Nolan_Mbemba,//upload.wikimedia.org/wikipedia/commons/thumb/9/9b/RC_Lens_-_Le_Havre_%2816-07-2020%29_5.jpg/220px-RC_Lens_-_Le_Havre_%2816-07-2020%29_5.jpg
Brian Figueroa,Brian Figueroa,https://en.wikipedia.org/wiki/Brian_Figueroa,
Brian Figueroa,Bryan Figueroa,https://en.wikipedia.org/wiki/Bryan_Figueroa,//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Audax_Italiano_v_Colo-Colo_20200209_08.jpg/250px-Audax_Italiano_v_Colo-Colo_20200209_08.jpg
Jonathan Ring,Jonathan Ring,https://en.wikipedia.org/wiki/Jonathan_Ring,
Jonathan Ring,Jonathan Ringayen,https://en.wikipedia.org/wiki/Jonathan_Ringayen,
Mustafa Amini,Mustafa Amini,https://en.wikipedia.org/wiki/Mustafa_Amini,//upload.wikimedia.org/wikipedia/commons/thumb/4/44/2012-07-19_013_Training_Dortmund%2C_Mustafa_Amini.jpg/220px-2012-07-19_013_Training_Dortmund%2C_Mustafa_Amini.jpg
Colin Dagba,Colin Dagba,https://en.wikipedia.org/wiki/Colin_Dagba,//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Verratti%2C_Dagba_%26_Paredes_%28cropped%29.jpg/220px-Verratti%2C_Dagba_%26_Paredes_%28cropped%29.jpg
Lorenzo Rajot,Lorenzo Rajot,https://en.wikipedia.org/wiki/Lorenzo_Rajot,
Misael Dávila,Misael Dávila,https://en.wikipedia.org/wiki/Misael_D%C3%A1vila,//upload.wikimedia.org/wikipedia/commons/thumb/2/23/Uni%C3%B3n_Espa%C3%B1ola_-_Mushuc_Runa_20190320_07.jpg/270px-Uni%C3%B3n_Espa%C3%B1ola_-_Mushuc_Runa_20190320_07.jpg
Marius Kleinsorge,Marius Kleinsorge,https://en.wikipedia.org/wiki/Marius_Kleinsorge,
Anthony Ralston,Anthony Ralston,https://en.wikipedia.org/wiki/Anthony_Ralston,
Cenk Ahmet Alkiliç,Cenk Ahmet Alkılıç,https://en.wikipedia.org/wiki/Cenk_Ahmet_Alk%C4%B1l%C4%B1%C3%A7,//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Cenk_Ahmet_Alk%C4%B1l%C4%B1%C3%A7.JPG/220px-Cenk_Ahmet_Alk%C4%B1l%C4%B1%C3%A7.JPG
Jim-Patrick Müller,Jim-Patrick Müller,https://en.wikipedia.org/wiki/Jim-Patrick_M%C3%BCller,
Chris Taylor,"Chris Taylor (footballer, born 1986)","https://en.wikipedia.org/wiki/Chris_Taylor_(footballer,_born_1986)",
Merveille Biankadi,Merveille Biankadi,https://en.wikipedia.org/wiki/Merveille_Biankadi,//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/MerveilleBiankadi_%28cropped%29.jpg/220px-MerveilleBiankadi_%28cropped%29.jpg
Oliver Hein,Oliver Hein,https://en.wikipedia.org/wiki/Oliver_Hein,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Hain%2C_Oliver_REG_12-13_WP.JPG/220px-Hain%2C_Oliver_REG_12-13_WP.JPG
Oliver Hein,Oliver Heil,https://en.wikipedia.org/wiki/Oliver_Heil,
Jacob Mellis,Jacob Mellis,https://en.wikipedia.org/wiki/Jacob_Mellis,//upload.wikimedia.org/wikipedia/commons/thumb/3/36/Jacob_Mellis.jpg/150px-Jacob_Mellis.jpg
Jacob Mellis,Jacob Melling,https://en.wikipedia.org/wiki/Jacob_Melling,//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Jacob_Melling-20171024.jpg/220px-Jacob_Melling-20171024.jpg
Danijel Petkovic,Danijel Petković,https://en.wikipedia.org/wiki/Danijel_Petkovi%C4%87,//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Daniel_petkovich.jpg/220px-Daniel_petkovich.jpg
Danijel Petkovic,Danijel Petrović,https://en.wikipedia.org/wiki/Danijel_Petrovi%C4%87,
Anderson Lucoqui,Anderson Lucoqui,https://en.wikipedia.org/wiki/Anderson_Lucoqui,//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Anderson-Lucoqui-2016-07.jpg/220px-Anderson-Lucoqui-2016-07.jpg
Salvador Ichazo,Salvador Ichazo,https://en.wikipedia.org/wiki/Salvador_Ichazo,
Patrick Drewes,Patrick Drewes,https://en.wikipedia.org/wiki/Patrick_Drewes,//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/PatrickDrewes.jpg/220px-PatrickDrewes.jpg
Mads Aaquist,Mads Aaquist,https://en.wikipedia.org/wiki/Mads_Aaquist,
Erik Tønne,Erik Tønne,https://en.wikipedia.org/wiki/Erik_T%C3%B8nne,//upload.wikimedia.org/wikipedia/commons/thumb/0/02/Erik_T%C3%B8nne_28-04-2012_1.jpg/220px-Erik_T%C3%B8nne_28-04-2012_1.jpg
Rubén Ramírez,"Rubén Ramírez (footballer, born 1995)","https://en.wikipedia.org/wiki/Rub%C3%A9n_Ram%C3%ADrez_(footballer,_born_1995)",
Rubén Ramírez,"Rubén Ramírez (footballer, born 1982)","https://en.wikipedia.org/wiki/Rub%C3%A9n_Ram%C3%ADrez_(footballer,_born_1982)",
Goduine Koyalipou,Goduine Koyalipou,https://en.wikipedia.org/wiki/Goduine_Koyalipou,
James Donachie,James Donachie,https://en.wikipedia.org/wiki/James_Donachie,//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/James_Donachie_Port_Melbourne_August_2016.jpg/220px-James_Donachie_Port_Melbourne_August_2016.jpg
Álvaro Fidalgo Fernández,Álvaro Fidalgo,https://en.wikipedia.org/wiki/%C3%81lvaro_Fidalgo,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Alvaro_Fidalgo.png/220px-Alvaro_Fidalgo.png
Yan Marillat,Yan Marillat,https://en.wikipedia.org/wiki/Yan_Marillat,//upload.wikimedia.org/wikipedia/commons/thumb/3/36/RC_Lens_-_AS_B%C3%A9ziers_%2804-01-2019%29_39.jpg/220px-RC_Lens_-_AS_B%C3%A9ziers_%2804-01-2019%29_39.jpg
Ismail Azzaoui,Ismail Azzaoui,https://en.wikipedia.org/wiki/Ismail_Azzaoui,
Christophe Diedhiou,Christophe Diedhiou,https://en.wikipedia.org/wiki/Christophe_Diedhiou,//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/2018-02-22_Entrainement_excel-90.jpg/220px-2018-02-22_Entrainement_excel-90.jpg
Jessy Benet,Jessy Bénet,https://en.wikipedia.org/wiki/Jessy_B%C3%A9net,//upload.wikimedia.org/wikipedia/commons/thumb/3/34/RC_Lens_-_Grenoble_Foot_38_%2824-11-2018%29_65.jpg/220px-RC_Lens_-_Grenoble_Foot_38_%2824-11-2018%29_65.jpg
Anas Ouahim,Anas Ouahim,https://en.wikipedia.org/wiki/Anas_Ouahim,
Guillaume Cros,Guillaume Cros,https://en.wikipedia.org/wiki/Guillaume_Cros,
Jordy Tutuarima,Jordy Tutuarima,https://en.wikipedia.org/wiki/Jordy_Tutuarima,
Sam Walker,Sam Walker (footballer),https://en.wikipedia.org/wiki/Sam_Walker_(footballer),
Ollie Clarke,Ollie Clarke,https://en.wikipedia.org/wiki/Ollie_Clarke,//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Ollie_Clarke_2014-01-18_1.jpg/200px-Ollie_Clarke_2014-01-18_1.jpg
Murat Yildirim,Murat Yıldırım (footballer),https://en.wikipedia.org/wiki/Murat_Y%C4%B1ld%C4%B1r%C4%B1m_(footballer),//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Murat_Yildirim_Samsunspor_cropped.jpg/200px-Murat_Yildirim_Samsunspor_cropped.jpg
Jan Zwischenbrugger,Jan Zwischenbrugger,https://en.wikipedia.org/wiki/Jan_Zwischenbrugger,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/SC_Wiener_Neustadt_vs._SCR_Altach_20141206_%28046%29.jpg/220px-SC_Wiener_Neustadt_vs._SCR_Altach_20141206_%28046%29.jpg
